asset_left,asset_right,cointegration_pvalue,beta,hurst,half_life,mean_crosses_per_year
AEP,CNP,0.002317210523816713,0.2936993297119846,0.3215106132381592,6.784382381264001,35.86861313868613
AEE,AEP,0.008225216411078621,1.029308085311595,0.26523094839375044,6.185226313312104,33.10948905109489
AWK,ATO,0.022917444260240612,0.4572159906844407,0.4028719736554579,7.999482146690119,21.153284671532845
AEE,CNP,0.026227105213091458,0.3066269034390017,0.40996728700753643,9.965630266176843,19.313868613138688
LNT,CNP,0.04224255579422848,0.32083699229301677,0.4751571705911859,13.166940968454215,34.02919708029197
